Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears
31,No,Travel_Rarely,1062,Research & Development,Medical,1252,Female,2,Healthcare Representative,1,6812,17198,1,No,19,3,2,10
59,No,Travel_Rarely,326,Sales,Life Sciences,1254,Female,2,Sales Executive,4,5171,16490,5,No,17,3,4,13
43,No,Travel_Rarely,920,Research & Development,Life Sciences,1255,Male,5,Research Director,4,19740,18625,3,No,14,3,2,25
49,No,Travel_Rarely,1098,Research & Development,Medical,1256,Male,5,Manager,3,18711,12124,2,No,13,3,3,23
36,No,Travel_Frequently,469,Research & Development,Technical Degree,1257,Male,1,Research Scientist,2,3692,9256,1,No,12,3,3,12
48,No,Travel_Rarely,969,Research & Development,Technical Degree,1258,Male,1,Laboratory Technician,2,2559,16620,5,No,11,3,3,7
27,No,Travel_Rarely,1167,Research & Development,Life Sciences,1259,Male,1,Research Scientist,3,2517,3208,1,No,11,3,2,5
29,No,Travel_Rarely,1329,Research & Development,Life Sciences,1260,Male,2,Healthcare Representative,4,6623,4204,1,Yes,11,3,2,6
48,No,Travel_Rarely,715,Research & Development,Life Sciences,1263,Male,5,Research Director,4,18265,8733,6,No,12,3,3,25
29,No,Travel_Rarely,694,Research & Development,Life Sciences,1264,Female,4,Research Director,4,16124,3423,3,No,14,3,2,9
34,No,Travel_Rarely,1320,Research & Development,Technical Degree,1265,Female,1,Research Scientist,3,2585,21643,0,No,17,3,4,2
44,No,Travel_Rarely,1099,Sales,Marketing,1267,Male,5,Manager,2,18213,8751,7,No,11,3,3,26
33,No,Travel_Rarely,536,Sales,Marketing,1268,Male,3,Sales Executive,3,8380,21708,0,Yes,14,3,4,10
19,No,Travel_Rarely,265,Research & Development,Life Sciences,1269,Female,1,Research Scientist,4,2994,21221,1,Yes,12,3,4,1
23,No,Travel_Rarely,373,Research & Development,Life Sciences,1270,Male,1,Research Scientist,3,1223,16901,1,No,22,4,4,1
25,Yes,Travel_Frequently,599,Sales,Life Sciences,1273,Male,1,Sales Representative,4,1118,8040,1,Yes,14,3,4,1
26,No,Travel_Rarely,583,Research & Development,Life Sciences,1275,Male,1,Research Scientist,4,2875,9973,1,Yes,20,4,2,8
45,Yes,Travel_Rarely,1449,Sales,Marketing,1277,Female,5,Manager,2,18824,2493,2,Yes,16,3,1,26
55,No,Non-Travel,177,Research & Development,Medical,1278,Male,4,Healthcare Representative,2,13577,25592,1,Yes,15,3,4,34
21,Yes,Travel_Frequently,251,Research & Development,Life Sciences,1279,Female,1,Laboratory Technician,3,2625,25308,1,No,20,4,3,2
46,No,Travel_Rarely,168,Sales,Marketing,1280,Female,5,Manager,2,18789,9946,2,No,14,3,3,26
34,No,Travel_Rarely,131,Sales,Marketing,1281,Female,2,Sales Executive,1,4538,6039,0,Yes,12,3,4,4
51,No,Travel_Frequently,237,Sales,Life Sciences,1282,Male,5,Manager,2,19847,19196,4,Yes,24,4,1,31
59,No,Travel_Rarely,1429,Research & Development,Medical,1283,Male,3,Manufacturing Director,4,10512,20002,6,No,12,3,4,25
34,No,Travel_Frequently,135,Research & Development,Medical,1285,Female,2,Laboratory Technician,2,4444,22534,4,No,13,3,3,15
28,No,Travel_Frequently,791,Research & Development,Medical,1286,Male,1,Laboratory Technician,3,2154,6842,0,Yes,11,3,3,5
44,No,Travel_Rarely,1199,Research & Development,Life Sciences,1288,Male,5,Manager,1,19190,17477,1,No,14,3,4,26
34,No,Travel_Frequently,648,Human Resources,Life Sciences,1289,Male,2,Human Resources,2,4490,21833,4,No,11,3,4,14
35,No,Travel_Rarely,735,Research & Development,Life Sciences,1291,Male,1,Research Scientist,3,3506,6020,0,Yes,14,3,4,4
42,No,Travel_Rarely,603,Research & Development,Medical,1292,Female,2,Research Scientist,2,2372,5628,6,Yes,16,3,4,18
43,No,Travel_Rarely,531,Sales,Marketing,1293,Female,3,Sales Executive,4,10231,20364,3,No,14,3,4,23
36,No,Travel_Rarely,429,Research & Development,Life Sciences,1294,Female,2,Manufacturing Director,2,5410,2323,9,Yes,11,3,4,18
44,Yes,Travel_Rarely,621,Research & Development,Medical,1295,Female,3,Healthcare Representative,4,7978,14075,1,No,11,3,4,10
28,No,Travel_Frequently,193,Research & Development,Life Sciences,1296,Male,1,Laboratory Technician,4,3867,14222,1,Yes,12,3,2,2
51,No,Travel_Frequently,968,Research & Development,Medical,1297,Female,1,Laboratory Technician,3,2838,4257,0,No,14,3,2,8
30,No,Non-Travel,879,Research & Development,Medical,1298,Female,2,Manufacturing Director,3,4695,12858,7,Yes,18,3,3,10
29,Yes,Travel_Rarely,806,Research & Development,Technical Degree,1299,Female,1,Laboratory Technician,3,3339,17285,3,Yes,13,3,1,10
28,No,Travel_Rarely,640,Research & Development,Technical Degree,1301,Male,1,Research Scientist,1,2080,4732,2,No,11,3,2,5
25,No,Travel_Rarely,266,Research & Development,Medical,1303,Female,1,Research Scientist,2,2096,18830,1,No,18,3,4,2
32,No,Travel_Rarely,604,Sales,Medical,1304,Male,2,Sales Executive,4,6209,11693,1,No,15,3,3,10
45,No,Travel_Frequently,364,Research & Development,Medical,1306,Female,5,Manager,2,18061,13035,3,No,22,4,3,22
39,No,Travel_Rarely,412,Research & Development,Medical,1307,Female,4,Manager,2,17123,17334,6,Yes,13,3,4,21
58,No,Travel_Rarely,848,Research & Development,Life Sciences,1308,Male,1,Research Scientist,3,2372,26076,1,No,12,3,4,2
32,Yes,Travel_Rarely,1089,Research & Development,Life Sciences,1309,Male,2,Laboratory Technician,3,4883,22845,1,No,18,3,1,10
39,Yes,Travel_Rarely,360,Research & Development,Medical,1310,Male,1,Research Scientist,1,3904,22154,0,No,13,3,1,6
30,No,Travel_Rarely,1138,Research & Development,Technical Degree,1311,Female,2,Laboratory Technician,4,4627,23631,0,No,12,3,1,10
36,No,Travel_Rarely,325,Research & Development,Technical Degree,1312,Female,3,Healthcare Representative,3,7094,5747,3,No,12,3,1,10
46,No,Travel_Rarely,991,Human Resources,Life Sciences,1314,Female,1,Human Resources,1,3423,22957,6,No,12,3,3,10
28,No,Non-Travel,1476,Research & Development,Life Sciences,1315,Female,2,Laboratory Technician,4,6674,16392,0,No,11,3,1,10
50,No,Travel_Rarely,1322,Research & Development,Life Sciences,1317,Female,4,Research Director,1,16880,22422,4,Yes,11,3,2,25
40,Yes,Travel_Rarely,299,Sales,Marketing,1318,Male,3,Sales Executive,2,9094,17235,2,Yes,12,3,3,9
52,Yes,Travel_Rarely,1030,Sales,Life Sciences,1319,Male,3,Sales Executive,2,8446,21534,9,Yes,19,3,3,10
30,No,Travel_Rarely,634,Research & Development,Medical,1321,Female,3,Manager,1,11916,25927,1,Yes,23,4,4,9
39,No,Travel_Rarely,524,Research & Development,Life Sciences,1322,Male,2,Manufacturing Director,3,4534,13352,0,No,11,3,1,9
31,No,Non-Travel,587,Sales,Life Sciences,1324,Female,3,Sales Executive,3,9852,8935,1,Yes,19,3,1,10
41,No,Non-Travel,256,Sales,Medical,1329,Male,2,Sales Executive,2,6151,22074,1,No,13,3,1,19
31,Yes,Travel_Frequently,1060,Sales,Life Sciences,1331,Female,1,Sales Representative,2,2302,8319,1,Yes,11,3,1,3
44,Yes,Travel_Rarely,935,Research & Development,Life Sciences,1333,Male,1,Laboratory Technician,1,2362,14669,4,No,12,3,3,10
42,No,Non-Travel,495,Research & Development,Life Sciences,1334,Male,4,Manager,3,17861,26582,0,Yes,13,3,4,21
55,No,Travel_Rarely,282,Research & Development,Medical,1336,Female,5,Manager,3,19187,6992,4,No,14,3,4,23
56,No,Travel_Rarely,206,Human Resources,Life Sciences,1338,Male,5,Manager,2,19717,4022,6,No,14,3,1,36
40,No,Non-Travel,458,Research & Development,Life Sciences,1340,Male,1,Research Scientist,3,3544,8532,9,No,16,3,2,6
34,No,Travel_Rarely,943,Research & Development,Life Sciences,1344,Male,3,Healthcare Representative,4,8500,5494,0,No,11,3,4,10
40,No,Travel_Rarely,523,Research & Development,Life Sciences,1346,Male,2,Research Scientist,4,4661,22455,1,No,13,3,3,9
41,No,Travel_Frequently,1018,Sales,Marketing,1349,Female,2,Sales Executive,1,4103,4297,0,No,17,3,4,10
35,No,Travel_Frequently,482,Research & Development,Life Sciences,1350,Male,2,Research Scientist,3,4249,2690,1,Yes,11,3,2,9
51,No,Travel_Rarely,770,Human Resources,Life Sciences,1352,Male,4,Manager,2,14026,17588,1,Yes,11,3,2,33
38,No,Travel_Rarely,1009,Sales,Life Sciences,1355,Female,2,Sales Executive,1,6893,19461,3,No,15,3,4,11
34,No,Travel_Rarely,507,Sales,Medical,1356,Female,2,Sales Executive,1,6125,23553,1,No,12,3,4,10
25,No,Travel_Rarely,882,Research & Development,Medical,1358,Male,1,Laboratory Technician,4,3669,9075,3,No,11,3,3,7
58,Yes,Travel_Rarely,601,Research & Development,Medical,1360,Female,3,Manufacturing Director,1,10008,12023,7,Yes,14,3,4,31
40,No,Travel_Rarely,329,Research & Development,Life Sciences,1361,Male,1,Laboratory Technician,2,2387,6762,3,No,22,4,3,7
36,No,Travel_Frequently,607,Sales,Marketing,1362,Female,2,Sales Executive,1,4639,2261,2,No,16,3,4,17
48,No,Travel_Rarely,855,Research & Development,Life Sciences,1363,Male,3,Manufacturing Director,4,7898,18706,1,No,11,3,3,11
27,No,Travel_Rarely,1291,Sales,Medical,1364,Female,1,Sales Representative,4,2534,6527,8,No,14,3,2,5
51,No,Travel_Rarely,1405,Research & Development,Technical Degree,1367,Female,4,Manufacturing Director,2,13142,24439,3,No,16,3,2,29
18,No,Non-Travel,1124,Research & Development,Life Sciences,1368,Female,1,Laboratory Technician,4,1611,19305,1,No,15,3,3,0
35,No,Travel_Rarely,817,Research & Development,Medical,1369,Female,2,Laboratory Technician,4,5363,10846,0,No,12,3,2,10
27,No,Travel_Frequently,793,Sales,Life Sciences,1371,Male,2,Sales Executive,4,5071,20392,3,No,20,4,2,8
55,Yes,Travel_Rarely,267,Sales,Marketing,1372,Male,4,Sales Executive,3,13695,9277,6,Yes,17,3,3,24
56,No,Travel_Rarely,1369,Research & Development,Life Sciences,1373,Male,4,Manufacturing Director,2,13402,18235,4,Yes,12,3,1,33
34,No,Non-Travel,999,Research & Development,Technical Degree,1374,Female,1,Research Scientist,3,2029,15891,1,No,20,4,3,5
40,No,Travel_Rarely,1202,Research & Development,Medical,1375,Female,2,Healthcare Representative,3,6377,13888,5,No,20,4,2,15
34,No,Travel_Rarely,285,Research & Development,Medical,1377,Male,2,Laboratory Technician,3,5429,17491,4,No,13,3,1,10
31,Yes,Travel_Frequently,703,Sales,Life Sciences,1379,Female,1,Sales Representative,4,2785,11882,7,No,14,3,3,3
35,Yes,Travel_Frequently,662,Sales,Marketing,1380,Female,2,Sales Executive,3,4614,23288,0,Yes,18,3,3,5
38,No,Travel_Frequently,693,Research & Development,Life Sciences,1382,Male,1,Research Scientist,3,2610,15748,1,No,11,3,4,4
34,No,Travel_Rarely,404,Research & Development,Technical Degree,1383,Female,2,Healthcare Representative,4,6687,6163,1,No,11,3,4,14
28,No,Travel_Rarely,736,Sales,Life Sciences,1387,Male,2,Sales Executive,1,4724,24232,1,No,11,3,3,5
31,Yes,Travel_Rarely,330,Research & Development,Medical,1389,Male,2,Manufacturing Director,3,6179,21057,1,Yes,15,3,4,10
39,No,Travel_Rarely,1498,Sales,Life Sciences,1390,Male,2,Sales Executive,4,6120,3567,3,Yes,12,3,4,8
51,No,Travel_Frequently,541,Sales,Marketing,1391,Male,3,Sales Executive,2,10596,15395,2,No,11,3,2,14
41,No,Travel_Frequently,1200,Research & Development,Life Sciences,1392,Female,2,Research Scientist,4,5467,13953,3,Yes,14,3,1,12
37,No,Travel_Rarely,1439,Research & Development,Life Sciences,1394,Male,1,Research Scientist,3,2996,5182,7,Yes,15,3,4,8
33,No,Travel_Frequently,1111,Sales,Life Sciences,1395,Male,2,Sales Executive,4,9998,19293,6,No,13,3,1,8
32,No,Travel_Rarely,499,Sales,Marketing,1396,Male,2,Sales Executive,2,4078,20497,0,Yes,13,3,1,4
39,No,Non-Travel,1485,Research & Development,Life Sciences,1397,Male,3,Healthcare Representative,3,10920,3449,3,No,21,4,2,13
25,No,Travel_Rarely,1372,Sales,Life Sciences,1399,Male,2,Sales Executive,3,6232,12477,2,No,11,3,2,6
52,No,Travel_Frequently,322,Research & Development,Medical,1401,Female,4,Manufacturing Director,3,13247,9731,2,Yes,11,3,2,24
43,No,Travel_Rarely,930,Research & Development,Medical,1402,Female,2,Research Scientist,3,4081,20003,1,Yes,14,3,1,20
27,No,Travel_Rarely,205,Sales,Marketing,1403,Female,2,Sales Executive,4,5769,7100,1,Yes,11,3,4,6
27,Yes,Travel_Rarely,135,Research & Development,Life Sciences,1405,Female,1,Research Scientist,3,2394,25681,1,Yes,13,3,4,8
26,No,Travel_Rarely,683,Research & Development,Medical,1407,Male,1,Research Scientist,4,3904,4050,0,No,12,3,4,5
42,No,Travel_Rarely,1147,Human Resources,Human Resources,1408,Female,4,Manager,1,16799,16616,0,No,14,3,3,21
52,No,Travel_Rarely,258,Research & Development,Other,1409,Female,1,Laboratory Technician,1,2950,17363,9,No,13,3,3,12
37,No,Travel_Rarely,1462,Research & Development,Medical,1411,Female,1,Laboratory Technician,3,3629,19106,4,No,18,3,1,8
35,No,Travel_Frequently,200,Research & Development,Life Sciences,1412,Male,3,Manufacturing Director,4,9362,19944,2,No,11,3,3,10
25,No,Travel_Rarely,949,Research & Development,Technical Degree,1415,Male,1,Laboratory Technician,4,3229,4910,4,No,11,3,2,7
26,No,Travel_Rarely,652,Research & Development,Other,1417,Male,1,Laboratory Technician,1,3578,23577,0,No,12,3,4,8
29,No,Travel_Rarely,332,Human Resources,Other,1419,Male,3,Human Resources,1,7988,9769,1,No,13,3,1,10
49,Yes,Travel_Frequently,1475,Research & Development,Life Sciences,1420,Male,2,Laboratory Technician,1,4284,22710,3,No,20,4,1,20
29,Yes,Travel_Frequently,337,Research & Development,Other,1421,Female,3,Healthcare Representative,4,7553,22930,0,Yes,12,3,1,9
54,No,Travel_Rarely,971,Research & Development,Medical,1422,Female,4,Research Director,4,17328,5652,6,No,19,3,4,29
58,No,Travel_Rarely,1055,Research & Development,Medical,1423,Female,5,Research Director,1,19701,22456,3,Yes,21,4,3,32
55,No,Travel_Rarely,1136,Research & Development,Medical,1424,Male,4,Research Director,4,14732,12414,2,No,13,3,4,31
36,No,Travel_Rarely,1174,Sales,Marketing,1425,Female,2,Sales Executive,2,9278,20763,3,Yes,16,3,4,15
31,Yes,Travel_Frequently,667,Sales,Life Sciences,1427,Female,1,Sales Representative,3,1359,16154,1,No,12,3,2,1
30,No,Travel_Rarely,855,Sales,Marketing,1428,Female,2,Sales Executive,1,4779,12761,7,No,14,3,2,8
31,No,Travel_Rarely,182,Research & Development,Life Sciences,1430,Female,4,Research Director,2,16422,8847,3,No,11,3,3,9
34,No,Travel_Frequently,560,Research & Development,Other,1431,Male,1,Research Scientist,1,2996,20284,5,No,14,3,3,10
31,Yes,Travel_Rarely,202,Research & Development,Life Sciences,1433,Female,1,Research Scientist,2,1261,22262,1,No,12,3,3,1
27,No,Travel_Rarely,1377,Research & Development,Life Sciences,1434,Male,1,Laboratory Technician,1,2099,7679,0,No,14,3,2,6
36,No,Travel_Rarely,172,Research & Development,Life Sciences,1435,Male,2,Laboratory Technician,4,5810,22604,1,No,16,3,3,10
36,No,Travel_Rarely,329,Sales,Marketing,1436,Female,2,Sales Executive,1,5647,13494,4,No,13,3,1,11
47,No,Travel_Rarely,465,Research & Development,Technical Degree,1438,Male,1,Research Scientist,4,3420,10205,7,No,12,3,3,17
25,Yes,Travel_Rarely,383,Sales,Life Sciences,1439,Male,1,Sales Representative,1,4400,15182,3,No,12,3,1,6
37,No,Non-Travel,1413,Research & Development,Technical Degree,1440,Male,1,Laboratory Technician,3,3500,25470,0,No,14,3,1,7
56,No,Travel_Rarely,1255,Research & Development,Life Sciences,1441,Female,1,Research Scientist,1,2066,10494,2,No,22,4,4,5
47,No,Travel_Rarely,359,Research & Development,Medical,1443,Female,4,Research Director,3,17169,26703,3,No,19,3,2,26
24,No,Travel_Rarely,1476,Sales,Medical,1445,Female,2,Sales Executive,3,4162,15211,1,Yes,12,3,3,5
32,No,Travel_Rarely,601,Sales,Marketing,1446,Male,2,Sales Executive,4,9204,23343,4,No,12,3,3,7
34,No,Travel_Rarely,401,Research & Development,Life Sciences,1447,Female,1,Laboratory Technician,2,3294,3708,5,No,17,3,1,7
41,No,Travel_Rarely,1283,Research & Development,Medical,1448,Male,1,Research Scientist,3,2127,5561,2,Yes,12,3,1,7
40,No,Non-Travel,663,Research & Development,Other,1449,Male,2,Laboratory Technician,3,3975,23099,3,No,11,3,3,11
31,No,Travel_Rarely,326,Sales,Life Sciences,1453,Male,3,Sales Executive,4,10793,8386,1,No,18,3,1,13
46,Yes,Travel_Rarely,377,Sales,Marketing,1457,Male,3,Sales Executive,4,10096,15986,4,No,11,3,1,28
39,Yes,Non-Travel,592,Research & Development,Life Sciences,1458,Female,1,Laboratory Technician,1,3646,17181,2,Yes,23,4,2,11
31,Yes,Travel_Frequently,1445,Research & Development,Life Sciences,1459,Female,3,Manufacturing Director,2,7446,8931,1,No,11,3,1,10
45,No,Travel_Rarely,1038,Research & Development,Medical,1460,Male,3,Healthcare Representative,1,10851,19863,2,Yes,18,3,2,24
31,No,Travel_Rarely,1398,Human Resources,Medical,1461,Female,1,Human Resources,2,2109,24609,9,No,18,3,4,8
31,Yes,Travel_Frequently,523,Research & Development,Life Sciences,1464,Male,1,Laboratory Technician,4,3722,21081,6,Yes,13,3,3,7
45,No,Travel_Rarely,1448,Research & Development,Technical Degree,1465,Male,3,Manufacturing Director,4,9380,14720,4,Yes,18,3,4,10
48,No,Travel_Rarely,1221,Sales,Marketing,1466,Male,2,Sales Executive,1,5486,24795,4,No,11,3,1,15
34,Yes,Travel_Rarely,1107,Human Resources,Technical Degree,1467,Female,1,Human Resources,3,2742,3072,1,No,15,3,4,2
40,No,Non-Travel,218,Research & Development,Medical,1468,Male,3,Research Director,2,13757,25178,2,No,11,3,3,16
28,No,Travel_Rarely,866,Sales,Medical,1469,Male,2,Sales Executive,1,8463,23490,0,No,18,3,4,6
44,No,Non-Travel,981,Research & Development,Life Sciences,1471,Male,1,Laboratory Technician,3,3162,7973,3,No,14,3,4,7
53,No,Travel_Rarely,447,Research & Development,Medical,1472,Male,4,Research Director,2,16598,19764,4,No,12,3,2,35
49,No,Travel_Rarely,1495,Research & Development,Technical Degree,1473,Male,2,Healthcare Representative,3,6651,21534,2,No,14,3,2,20
40,No,Travel_Rarely,896,Research & Development,Medical,1474,Male,1,Research Scientist,3,2345,8045,2,No,14,3,3,8
44,No,Travel_Rarely,1467,Research & Development,Life Sciences,1475,Male,1,Research Scientist,2,3420,21158,1,No,13,3,3,6
33,No,Travel_Frequently,430,Sales,Medical,1477,Male,2,Sales Executive,1,4373,17456,0,No,14,3,1,5
34,No,Travel_Rarely,1326,Sales,Other,1478,Male,2,Sales Executive,1,4759,15891,3,No,18,3,4,15
30,No,Travel_Rarely,1358,Sales,Life Sciences,1479,Male,2,Sales Executive,3,5301,2939,8,No,15,3,3,4
42,No,Travel_Frequently,748,Research & Development,Medical,1480,Female,1,Laboratory Technician,4,3673,16458,1,No,13,3,3,12
44,No,Travel_Frequently,383,Sales,Marketing,1481,Female,2,Sales Executive,3,4768,9282,7,No,12,3,3,11
30,No,Non-Travel,990,Research & Development,Technical Degree,1482,Male,1,Research Scientist,3,1274,7152,1,No,13,3,2,1
57,No,Travel_Rarely,405,Research & Development,Life Sciences,1483,Male,2,Research Scientist,3,4900,2721,0,No,24,4,1,13
49,No,Travel_Rarely,1490,Research & Development,Life Sciences,1484,Male,3,Healthcare Representative,2,10466,20948,3,No,14,3,2,29
34,No,Travel_Frequently,829,Research & Development,Medical,1485,Male,4,Research Director,1,17007,11929,7,No,14,3,4,16
28,Yes,Travel_Frequently,1496,Sales,Technical Degree,1486,Male,1,Sales Representative,3,2909,15747,3,No,15,3,4,5
29,Yes,Travel_Frequently,115,Sales,Technical Degree,1487,Female,2,Sales Executive,2,5765,17485,5,No,11,3,1,7
34,Yes,Travel_Rarely,790,Sales,Medical,1489,Female,2,Sales Executive,2,4599,7815,0,Yes,23,4,3,16
35,No,Travel_Rarely,660,Sales,Life Sciences,1492,Male,1,Sales Representative,3,2404,16192,1,No,13,3,1,1
24,Yes,Travel_Frequently,381,Research & Development,Medical,1494,Male,1,Laboratory Technician,1,3172,16998,2,Yes,11,3,3,4
24,No,Non-Travel,830,Sales,Life Sciences,1495,Female,1,Sales Representative,2,2033,7103,1,No,13,3,3,1
44,No,Travel_Frequently,1193,Research & Development,Medical,1496,Male,3,Manufacturing Director,3,10209,19719,5,Yes,18,3,2,16
29,No,Travel_Rarely,1246,Sales,Life Sciences,1497,Male,2,Sales Executive,3,8620,23757,1,No,14,3,3,10
30,No,Travel_Rarely,330,Human Resources,Life Sciences,1499,Male,1,Human Resources,3,2064,15428,0,No,21,4,1,6
55,No,Travel_Rarely,1229,Research & Development,Life Sciences,1501,Male,2,Healthcare Representative,3,4035,16143,0,Yes,16,3,2,4
33,No,Travel_Rarely,1099,Research & Development,Medical,1502,Female,1,Laboratory Technician,2,3838,8192,8,No,11,3,4,8
47,No,Travel_Rarely,571,Sales,Medical,1503,Female,2,Sales Executive,3,4591,24200,3,Yes,17,3,3,11
28,Yes,Travel_Frequently,289,Research & Development,Medical,1504,Male,1,Laboratory Technician,1,2561,5355,7,No,11,3,3,8
28,No,Travel_Rarely,1423,Research & Development,Life Sciences,1506,Male,1,Research Scientist,3,1563,12530,1,No,14,3,4,1
28,No,Travel_Frequently,467,Sales,Life Sciences,1507,Male,2,Sales Executive,1,4898,11827,0,No,14,3,4,5
49,No,Travel_Rarely,271,Research & Development,Medical,1509,Female,2,Laboratory Technician,1,4789,23070,4,No,25,4,1,10
29,No,Travel_Frequently,410,Research & Development,Life Sciences,1513,Female,1,Laboratory Technician,2,3180,4668,0,No,13,3,3,4
28,No,Travel_Rarely,1083,Research & Development,Life Sciences,1514,Male,2,Manufacturing Director,2,6549,3173,1,No,14,3,2,8
33,No,Travel_Rarely,516,Research & Development,Life Sciences,1515,Male,2,Healthcare Representative,3,6388,22049,2,Yes,17,3,1,14
32,No,Travel_Rarely,495,Research & Development,Medical,1516,Male,3,Manager,4,11244,21072,2,No,25,4,2,10
54,No,Travel_Frequently,1050,Research & Development,Medical,1520,Female,4,Manager,4,16032,24456,3,No,20,4,1,26
29,Yes,Travel_Rarely,224,Research & Development,Technical Degree,1522,Male,1,Research Scientist,1,2362,7568,6,No,13,3,3,11
44,No,Travel_Rarely,136,Research & Development,Life Sciences,1523,Male,4,Research Director,1,16328,22074,3,No,13,3,3,24
39,No,Travel_Rarely,1089,Research & Development,Life Sciences,1525,Female,3,Manufacturing Director,2,8376,9150,4,No,18,3,4,9
46,No,Travel_Rarely,228,Sales,Life Sciences,1527,Female,4,Manager,2,16606,11380,8,No,12,3,4,23
35,No,Travel_Rarely,1029,Research & Development,Life Sciences,1529,Female,3,Healthcare Representative,2,8606,21195,1,No,19,3,4,11
23,No,Travel_Rarely,507,Research & Development,Life Sciences,1533,Male,2,Laboratory Technician,3,2272,24812,0,No,14,3,2,5
40,Yes,Travel_Rarely,676,Research & Development,Life Sciences,1534,Male,1,Laboratory Technician,1,2018,21831,3,No,14,3,2,15
34,No,Travel_Rarely,971,Sales,Technical Degree,1535,Male,3,Sales Executive,3,7083,12288,1,Yes,14,3,4,10
31,Yes,Travel_Frequently,561,Research & Development,Life Sciences,1537,Female,1,Research Scientist,3,4084,4156,1,No,12,3,1,7
50,No,Travel_Frequently,333,Research & Development,Medical,1539,Male,4,Research Director,4,14411,24450,1,Yes,13,3,4,32
34,No,Travel_Rarely,1440,Sales,Technical Degree,1541,Male,1,Sales Representative,3,2308,4944,0,Yes,25,4,2,12
42,No,Travel_Rarely,1210,Research & Development,Medical,1542,Male,1,Laboratory Technician,2,4841,24052,4,No,14,3,2,4
37,No,Travel_Rarely,674,Research & Development,Medical,1543,Male,2,Research Scientist,4,4285,3031,1,No,17,3,1,10
29,No,Travel_Rarely,441,Research & Development,Other,1544,Female,2,Healthcare Representative,1,9715,7288,3,No,13,3,3,9
33,No,Travel_Rarely,575,Research & Development,Life Sciences,1545,Male,2,Manufacturing Director,2,4320,24152,1,No,13,3,4,5
45,No,Travel_Rarely,950,Research & Development,Technical Degree,1546,Male,1,Research Scientist,4,2132,4585,4,No,20,4,4,8
42,No,Travel_Frequently,288,Research & Development,Life Sciences,1547,Male,3,Healthcare Representative,4,10124,18611,2,Yes,14,3,3,24
40,No,Travel_Rarely,1342,Sales,Medical,1548,Male,2,Sales Executive,1,5473,19345,0,No,12,3,4,9
33,No,Travel_Rarely,589,Research & Development,Life Sciences,1549,Male,2,Laboratory Technician,3,5207,22949,1,Yes,12,3,2,15
40,No,Travel_Rarely,898,Human Resources,Medical,1550,Male,4,Manager,4,16437,17381,1,Yes,21,4,4,21
24,No,Travel_Rarely,350,Research & Development,Technical Degree,1551,Male,1,Laboratory Technician,1,2296,10036,0,No,14,3,2,2
40,No,Non-Travel,1142,Research & Development,Life Sciences,1552,Male,2,Healthcare Representative,4,4069,8841,3,Yes,18,3,3,8
45,No,Travel_Rarely,538,Research & Development,Technical Degree,1553,Male,3,Healthcare Representative,2,7441,20933,1,No,12,3,1,10
35,No,Travel_Rarely,1402,Sales,Life Sciences,1554,Female,1,Sales Representative,3,2430,26204,0,No,23,4,1,6
32,No,Travel_Rarely,824,Research & Development,Life Sciences,1555,Female,2,Research Scientist,2,5878,15624,3,No,12,3,1,12
36,No,Travel_Rarely,1157,Sales,Life Sciences,1556,Male,1,Sales Representative,4,2644,17001,3,Yes,21,4,4,7
48,No,Travel_Rarely,492,Sales,Life Sciences,1557,Female,2,Sales Executive,3,6439,13693,8,No,14,3,3,18
29,No,Travel_Rarely,598,Research & Development,Life Sciences,1558,Male,1,Research Scientist,3,2451,22376,6,No,18,3,1,5
33,No,Travel_Rarely,1242,Sales,Life Sciences,1560,Male,2,Sales Executive,1,6392,10589,2,No,13,3,4,8
30,Yes,Travel_Rarely,740,Sales,Life Sciences,1562,Male,2,Sales Executive,1,9714,5323,1,No,11,3,4,10
38,No,Travel_Frequently,888,Human Resources,Human Resources,1563,Male,2,Human Resources,3,6077,14814,3,No,11,3,3,10
35,No,Travel_Rarely,992,Research & Development,Medical,1564,Male,1,Laboratory Technician,1,2450,21731,1,No,19,3,2,3
30,No,Travel_Rarely,1288,Sales,Technical Degree,1568,Male,3,Sales Executive,2,9250,17799,3,No,12,3,2,9
35,Yes,Travel_Rarely,104,Research & Development,Life Sciences,1569,Female,1,Laboratory Technician,1,2074,26619,1,Yes,12,3,4,1
53,Yes,Travel_Rarely,607,Research & Development,Technical Degree,1572,Female,3,Manufacturing Director,4,10169,14618,0,No,16,3,2,34
38,Yes,Travel_Rarely,903,Research & Development,Medical,1573,Male,2,Manufacturing Director,2,4855,7653,4,No,11,3,1,7
32,No,Non-Travel,1200,Research & Development,Technical Degree,1574,Male,2,Research Scientist,1,4087,25174,4,No,14,3,2,9
48,No,Travel_Rarely,1108,Research & Development,Other,1576,Female,1,Research Scientist,1,2367,16530,8,No,12,3,4,10
34,No,Travel_Rarely,479,Research & Development,Medical,1577,Male,1,Research Scientist,4,2972,22061,1,No,13,3,3,1
55,No,Travel_Rarely,685,Sales,Marketing,1578,Male,5,Manager,4,19586,23037,1,No,21,4,3,36
